"source_bo_id","source_business_id","full_name","date_of_birth","nationality","ownership_percentage","control_type","declared_date"
"BO-00228","BUS-00098","Drs. Wahyu Pratama","1987-09-04","ID","62.01","VOTING_RIGHTS","2024-05-06"
"BO-00229","BUS-00098","Hj. Gita Setiawan","1963-03-09","ID","37.99","OTHER_SIGNIFICANT_INFLUENCE","2026-02-16"
"BO-00230","BUS-00099","Ir. Rahmat Eka Wijaya","1955-05-21","ID","69.56","OWNERSHIP","2025-12-18"
"BO-00231","BUS-00099","Wahyu Nugroho","1964-02-05","ID","30.44","VOTING_RIGHTS","2024-01-23"
"BO-00232","BUS-00100","Indah Pratama","1958-04-10","ID","86.75","VOTING_RIGHTS","2025-07-26"
"BO-00233","BUS-00100","Fajar Hidayat","1987-09-15","ID","10.56","OWNERSHIP","2025-12-26"
"BO-00234","BUS-00101","Indah Putri Maulana","1963-07-17","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-04-24"
"BO-00235","BUS-00102","Rina Wijaya","1980-05-24","ID","52.07","OTHER_SIGNIFICANT_INFLUENCE","2024-12-07"
"BO-00236","BUS-00102","Hj. Gita Simatupang","1975-06-05","ID","47.93","OWNERSHIP","2024-02-04"
"BO-00237","BUS-00103","Drs. Tono Tono Kusuma","1977-12-18","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2025-04-14"
"BO-00238","BUS-00104","Wahyu Santoso","1999-05-16","ID","100.00","BOARD_CONTROL","2024-06-08"
"BO-00239","BUS-00105","Rahmat Gunawan","1999-04-01","ID","56.54","OWNERSHIP","2025-03-09"
"BO-00240","BUS-00105","Bagus Dian Situmorang","1973-11-17","ID","43.46","BOARD_CONTROL","2025-08-22"
"BO-00241","BUS-00107","Hj. Citra Setiawan","1960-08-28","ID","56.14","OTHER_SIGNIFICANT_INFLUENCE","2023-10-30"
"BO-00242","BUS-00107","Oki Situmorang","1964-02-07","ID","28.55","OTHER_SIGNIFICANT_INFLUENCE","2025-08-03"
"BO-00243","BUS-00107","Drs. Cahya Maulana","1962-02-23","ID","10.64","OWNERSHIP","2025-07-28"
"BO-00244","BUS-00108","Cahya Gunawan","1989-01-19","ID","100.00","BOARD_CONTROL","2024-02-18"
"BO-00245","BUS-00109","Umi Permana","1956-07-07","ID","32.65","OWNERSHIP","2026-02-11"
"BO-00246","BUS-00109","Citra Wulan Simatupang","1970-02-01","ID","67.35","OTHER_SIGNIFICANT_INFLUENCE","2024-11-29"
"BO-00247","BUS-00110","Ir. Ayu Anggraini","1988-10-02","ID","53.41","OWNERSHIP","2024-04-18"
"BO-00248","BUS-00110","Dra. Lestari Indah Suryadi","1955-05-17","ID","36.37","OWNERSHIP","2024-10-24"
"BO-00249","BUS-00110","Dian Kusuma","1985-03-20","ID","10.17","OTHER_SIGNIFICANT_INFLUENCE","2024-04-28"
"BO-00250","BUS-00111","Dewi Suryadi","1962-04-19","ID","64.60","OWNERSHIP","2024-02-22"
"BO-00251","BUS-00111","H. Wahyu Joko Gunawan","1987-09-06","ID","35.40","OWNERSHIP","2025-09-19"
"BO-00252","BUS-00112","H. Yuda Suryadi","1980-05-27","ID","67.68","OTHER_SIGNIFICANT_INFLUENCE","2023-12-31"
"BO-00253","BUS-00112","Siti Halim","1983-11-09","ID","18.88","OTHER_SIGNIFICANT_INFLUENCE","2024-07-09"
"BO-00254","BUS-00112","H. Wahyu Suryadi","1979-12-01","ID","10.67","OWNERSHIP","2025-11-01"
"BO-00255","BUS-00113","H. Rahmat Maulana","1979-03-03","ID","62.58","VOTING_RIGHTS","2026-01-24"
"BO-00256","BUS-00113","Ir. Anggun Suryadi","1964-02-20","ID","37.42","OTHER_SIGNIFICANT_INFLUENCE","2025-07-03"
"BO-00257","BUS-00114","Ir. Iwan Situmorang","1998-02-02","ID","100.00","BOARD_CONTROL","2024-05-19"
"BO-00258","BUS-00116","Indah Lestari Anggraini","1998-06-10","ID","100.00","OWNERSHIP","2025-07-06"
"BO-00259","BUS-00117","Joko Pratama","1957-08-21","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2025-01-30"
"BO-00260","BUS-00118","Hj. Anggun Umi Santoso","1982-08-02","ID","63.28","OWNERSHIP","2025-12-26"
"BO-00261","BUS-00118","H. Hadi Setiawan","1989-09-16","ID","19.23","BOARD_CONTROL","2024-06-21"
"BO-00262","BUS-00118","Ir. Sari Kusuma","1973-01-26","ID","17.49","VOTING_RIGHTS","2023-12-29"
"BO-00263","BUS-00119","Gita Hidayat","1963-12-17","ID","58.22","OWNERSHIP","2025-05-29"
"BO-00264","BUS-00119","Hj. Indah Hartono","1961-01-04","ID","28.16","BOARD_CONTROL","2024-01-21"
"BO-00265","BUS-00119","Ir. Gita Anggraini","1958-03-07","ID","10.24","OTHER_SIGNIFICANT_INFLUENCE","2024-05-08"
"BO-00266","BUS-00120","Putri Anggraini","1980-10-20","ID","65.72","OWNERSHIP","2024-02-28"
"BO-00267","BUS-00120","Hj. Umi Ramadhan","1978-06-19","ID","13.87","VOTING_RIGHTS","2025-09-09"
"BO-00268","BUS-00120","Dra. Lestari Citra Simatupang","1985-06-22","ID","20.41","BOARD_CONTROL","2026-02-18"
"BO-00269","BUS-00121","Dian Halim","1986-04-23","ID","52.93","VOTING_RIGHTS","2024-03-08"
"BO-00270","BUS-00121","Drs. Iwan Oki Saputra","1985-12-15","ID","22.42","OTHER_SIGNIFICANT_INFLUENCE","2025-12-23"
"BO-00271","BUS-00121","Citra Siti Situmorang","1993-12-10","ID","10.85","VOTING_RIGHTS","2024-01-08"
"BO-00272","BUS-00121","Ir. Dian Situmorang","1986-05-11","ID","13.80","BOARD_CONTROL","2024-12-31"
"BO-00273","BUS-00122","Nanda Setiawan","1958-11-10","ID","85.78","OTHER_SIGNIFICANT_INFLUENCE","2025-12-30"
"BO-00274","BUS-00122","Zahra Kusuma","1990-12-17","ID","10.45","BOARD_CONTROL","2025-04-03"
"BO-00275","BUS-00123","Wulan Sari Saputra","1975-03-02","ID","62.87","BOARD_CONTROL","2025-02-15"
"BO-00276","BUS-00123","Hj. Siti Lubis","1997-11-04","ID","37.13","OWNERSHIP","2025-05-04"
"BO-00277","BUS-00124","Citra Siregar","1970-12-08","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2023-11-01"
"BO-00278","BUS-00125","H. Fajar Fajar Hidayat","1967-02-21","ID","80.96","OWNERSHIP","2025-02-08"
"BO-00279","BUS-00125","Kartika Saputra","1998-12-21","ID","10.26","BOARD_CONTROL","2024-03-23"
"BO-00280","BUS-00126","Ir. Indah Halim","1993-08-10","ID","88.35","BOARD_CONTROL","2024-04-07"
"BO-00281","BUS-00126","Drs. Hadi Hidayat","1958-10-22","ID","10.42","OTHER_SIGNIFICANT_INFLUENCE","2024-12-27"
"BO-00282","BUS-00127","Hj. Anggun Situmorang","1973-05-24","ID","42.83","BOARD_CONTROL","2024-12-01"
"BO-00283","BUS-00127","Adi Situmorang","1975-02-23","ID","15.86","OWNERSHIP","2024-11-17"
"BO-00284","BUS-00127","Cahya Anggraini","1960-05-25","ID","16.85","OWNERSHIP","2026-01-30"
"BO-00285","BUS-00127","Wulan Hidayat","1989-12-28","ID","24.46","OWNERSHIP","2024-07-11"
"BO-00286","BUS-00128","Citra Simatupang","1972-07-07","ID","20.30","BOARD_CONTROL","2024-08-14"
"BO-00287","BUS-00128","Ir. Wahyu Situmorang","1965-08-18","ID","79.70","OTHER_SIGNIFICANT_INFLUENCE","2025-05-05"
"BO-00288","BUS-00129","Hj. Vina Hartono","1973-01-13","ID","52.68","BOARD_CONTROL","2026-02-07"
"BO-00289","BUS-00129","Rina Permana","1984-09-11","ID","12.94","VOTING_RIGHTS","2023-11-26"
"BO-00290","BUS-00129","Joko Bagus Kusuma","1985-10-03","ID","34.38","BOARD_CONTROL","2024-02-20"
"BO-00291","BUS-00130","Ir. Fajar Wahyu Permana","1960-12-01","ID","21.40","VOTING_RIGHTS","2024-07-15"
"BO-00292","BUS-00130","Dra. Putri Pratama","1998-06-14","ID","78.60","BOARD_CONTROL","2024-07-15"
"BO-00293","BUS-00131","Indah Sari Simatupang","1962-07-16","ID","60.33","OWNERSHIP","2025-06-13"
"BO-00294","BUS-00131","Hj. Sari Ayu Nugroho","1983-10-11","ID","19.99","OWNERSHIP","2024-03-30"
"BO-00295","BUS-00131","Eka Permana","1990-08-26","ID","19.68","OTHER_SIGNIFICANT_INFLUENCE","2025-11-10"
"BO-00296","BUS-00132","H. Wahyu Dian Halim","1976-10-03","ID","27.63","OWNERSHIP","2024-10-14"
"BO-00297","BUS-00132","Ir. Siti Zahra Situmorang","1955-10-19","ID","48.88","BOARD_CONTROL","2025-07-17"
"BO-00298","BUS-00132","Drs. Adi Anggraini","1960-06-11","ID","23.49","BOARD_CONTROL","2024-04-03"
"BO-00299","BUS-00133","Tono Eka Nugroho","1985-09-18","ID","100.00","VOTING_RIGHTS","2025-03-28"
"BO-00300","BUS-00134","Ir. Indah Kusuma","1976-06-13","ID","26.05","OTHER_SIGNIFICANT_INFLUENCE","2025-07-15"
"BO-00301","BUS-00134","Gita Rina Nugroho","1980-03-23","ID","43.58","BOARD_CONTROL","2024-09-01"
"BO-00302","BUS-00134","Citra Wijaya","1977-07-16","ID","19.65","OTHER_SIGNIFICANT_INFLUENCE","2025-08-06"
"BO-00303","BUS-00134","Zahra Saputra","1978-12-23","ID","10.72","OTHER_SIGNIFICANT_INFLUENCE","2025-08-07"
"BO-00304","BUS-00135","Sari Saputra","1982-08-10","ID","42.52","VOTING_RIGHTS","2024-03-05"
"BO-00305","BUS-00135","Vina Situmorang","1961-04-22","ID","57.48","VOTING_RIGHTS","2024-01-05"
"BO-00306","BUS-00136","Wahyu Simatupang","1970-12-14","ID","13.43","OTHER_SIGNIFICANT_INFLUENCE","2024-06-07"
"BO-00307","BUS-00136","Citra Dewi Suryadi","1962-02-17","ID","86.57","OWNERSHIP","2024-09-22"
"BO-00308","BUS-00137","Drs. Adi Santoso","1986-05-01","ID","10.99","OTHER_SIGNIFICANT_INFLUENCE","2026-02-07"
"BO-00309","BUS-00137","Ir. Indah Pratama","1956-03-01","ID","62.83","OTHER_SIGNIFICANT_INFLUENCE","2023-10-23"
"BO-00310","BUS-00137","Dra. Rina Permana","1956-08-13","ID","26.18","VOTING_RIGHTS","2023-11-11"
"BO-00311","BUS-00138","Dra. Citra Hidayat","1991-03-11","ID","63.93","OWNERSHIP","2024-07-01"
"BO-00312","BUS-00138","Hj. Vina Citra Maulana","1983-07-25","ID","10.46","OWNERSHIP","2024-12-20"
"BO-00313","BUS-00138","Bagus Tono Permana","1962-07-08","ID","25.61","VOTING_RIGHTS","2024-05-18"
"BO-00314","BUS-00139","Drs. Gilang Oki Maulana","1987-04-25","ID","11.13","OWNERSHIP","2024-01-03"
"BO-00315","BUS-00139","Eka Lubis","1968-03-09","ID","88.87","BOARD_CONTROL","2025-01-20"
"BO-00316","BUS-00140","Drs. Nanda Lubis","1965-07-17","ID","32.67","OWNERSHIP","2024-08-26"
"BO-00317","BUS-00140","Ir. Zahra Wijaya","1972-09-01","ID","32.76","OWNERSHIP","2024-04-16"
"BO-00318","BUS-00140","Dra. Rina Saputra","1991-04-05","ID","34.57","VOTING_RIGHTS","2024-03-17"
"BO-00319","BUS-00141","Rahmat Simatupang","1972-10-24","ID","100.00","VOTING_RIGHTS","2025-02-21"
"BO-00320","BUS-00142","Adi Siregar","1996-04-23","ID","49.85","VOTING_RIGHTS","2023-10-15"
"BO-00321","BUS-00142","Wahyu Nanda Siregar","1976-04-28","ID","29.81","OTHER_SIGNIFICANT_INFLUENCE","2025-10-08"
"BO-00322","BUS-00142","Yuda Hartono","1981-10-11","ID","10.91","OWNERSHIP","2024-10-03"
"BO-00323","BUS-00143","Ir. Dewi Saputra","1964-07-20","ID","30.21","VOTING_RIGHTS","2024-03-25"
"BO-00324","BUS-00143","H. Wahyu Setiawan","1983-05-17","ID","69.79","VOTING_RIGHTS","2025-12-17"
"BO-00325","BUS-00144","Bagus Maulana","1992-12-14","ID","72.84","OWNERSHIP","2024-05-19"
"BO-00326","BUS-00144","Ir. Wulan Halim","1960-06-07","ID","11.94","BOARD_CONTROL","2025-11-17"
"BO-00327","BUS-00144","Drs. Oki Anggraini","1976-07-01","ID","15.22","BOARD_CONTROL","2025-12-08"
"BO-00328","BUS-00145","Dra. Anggun Anggun Halim","1955-02-10","ID","45.11","OTHER_SIGNIFICANT_INFLUENCE","2025-02-18"
"BO-00329","BUS-00145","Ir. Dewi Hartono","1986-03-11","ID","54.89","OTHER_SIGNIFICANT_INFLUENCE","2024-01-04"
"BO-00330","BUS-00146","Drs. Eka Hidayat","1971-03-09","ID","100.00","OWNERSHIP","2026-02-14"
"BO-00331","BUS-00147","Hj. Zahra Zahra Simatupang","1966-03-21","ID","28.70","BOARD_CONTROL","2025-09-08"
"BO-00332","BUS-00147","H. Cahya Eka Gunawan","1990-02-07","ID","45.04","OTHER_SIGNIFICANT_INFLUENCE","2024-05-01"
"BO-00333","BUS-00147","Kartika Zahra Halim","1978-11-16","ID","13.49","BOARD_CONTROL","2024-09-28"
"BO-00334","BUS-00147","Hj. Ayu Sari Halim","1960-01-02","ID","12.77","VOTING_RIGHTS","2025-03-16"
"BO-00335","BUS-00148","Nanda Hartono","1977-08-05","ID","100.00","OWNERSHIP","2025-10-11"
"BO-00336","BUS-00149","Bagus Santoso","1965-06-19","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2025-07-05"
"BO-00337","BUS-00150","Iwan Kusuma","1977-09-11","ID","16.77","OTHER_SIGNIFICANT_INFLUENCE","2025-06-28"
"BO-00338","BUS-00150","Ir. Bagus Maulana","1968-05-14","ID","14.34","VOTING_RIGHTS","2024-08-18"
"BO-00339","BUS-00150","Fajar Dian Hartono","1994-12-12","ID","14.31","OTHER_SIGNIFICANT_INFLUENCE","2024-07-23"
"BO-00340","BUS-00150","H. Cahya Hidayat","1957-10-27","ID","54.58","BOARD_CONTROL","2025-04-03"
"BO-00341","BUS-00151","Indah Gunawan","1987-01-15","ID","14.36","BOARD_CONTROL","2025-10-26"
"BO-00342","BUS-00151","Gita Hartono","1992-07-14","ID","85.64","VOTING_RIGHTS","2024-03-28"
"BO-00343","BUS-00152","Sari Hartono","1990-02-17","ID","13.74","OTHER_SIGNIFICANT_INFLUENCE","2024-10-27"
"BO-00344","BUS-00152","H. Eka Eka Nugroho","1967-12-18","ID","42.64","OTHER_SIGNIFICANT_INFLUENCE","2023-12-13"
"BO-00345","BUS-00152","Anggun Halim","1961-06-28","ID","24.97","OTHER_SIGNIFICANT_INFLUENCE","2024-05-09"
"BO-00346","BUS-00152","Ir. Cahya Kusuma","1969-08-17","ID","18.65","BOARD_CONTROL","2025-02-14"
"BO-00347","BUS-00153","Lestari Permana","1988-06-12","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2023-10-15"
"BO-00348","BUS-00154","H. Oki Suryadi","1978-12-05","ID","67.11","OWNERSHIP","2024-11-23"
"BO-00349","BUS-00154","Ir. Rina Wulan Ramadhan","1961-09-03","ID","11.72","BOARD_CONTROL","2024-09-16"
"BO-00350","BUS-00154","Drs. Eka Situmorang","1985-09-01","ID","21.17","OTHER_SIGNIFICANT_INFLUENCE","2024-08-29"
"BO-00351","BUS-00155","Dian Anggraini","1968-11-13","ID","73.80","VOTING_RIGHTS","2025-06-04"
"BO-00352","BUS-00155","Sari Ramadhan","1979-08-15","ID","26.20","VOTING_RIGHTS","2023-10-24"
"BO-00353","BUS-00156","Dra. Putri Saputra","1992-07-10","ID","32.30","OTHER_SIGNIFICANT_INFLUENCE","2024-12-13"
"BO-00354","BUS-00156","Citra Kartika Hartono","1984-02-17","ID","17.91","OWNERSHIP","2025-01-03"
"BO-00355","BUS-00156","Joko Hartono","1978-10-05","ID","19.52","VOTING_RIGHTS","2024-12-09"
"BO-00356","BUS-00156","Gilang Tono Suryadi","1994-04-20","ID","30.27","OTHER_SIGNIFICANT_INFLUENCE","2025-06-19"
"BO-00357","BUS-00157","Hj. Gita Hartono","1976-08-01","ID","50.20","BOARD_CONTROL","2025-08-12"
"BO-00358","BUS-00157","H. Tono Situmorang","1965-02-01","ID","49.80","OWNERSHIP","2024-07-16"
"BO-00359","BUS-00158","Ir. Dewi Dewi Situmorang","1993-09-16","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-06-10"
"BO-00360","BUS-00160","Adi Saputra","1964-12-07","ID","37.94","OWNERSHIP","2025-05-04"
"BO-00361","BUS-00160","Wulan Halim","1985-04-19","ID","24.19","BOARD_CONTROL","2025-06-30"
"BO-00362","BUS-00160","H. Bayu Hartono","1978-03-06","ID","20.35","BOARD_CONTROL","2026-01-03"
"BO-00363","BUS-00160","Oki Maulana","1983-08-06","ID","17.52","BOARD_CONTROL","2025-07-01"
"BO-00364","BUS-00161","Ir. Kartika Siregar","1970-09-15","ID","48.00","OTHER_SIGNIFICANT_INFLUENCE","2023-11-08"
"BO-00365","BUS-00161","Rina Lubis","1989-03-23","ID","14.68","BOARD_CONTROL","2025-05-17"
"BO-00366","BUS-00161","Sari Vina Situmorang","1995-11-17","ID","18.23","OTHER_SIGNIFICANT_INFLUENCE","2025-01-22"
"BO-00367","BUS-00161","Adi Maulana","1963-04-20","ID","19.09","VOTING_RIGHTS","2023-11-02"
"BO-00368","BUS-00162","Citra Halim","1988-04-12","ID","47.07","OTHER_SIGNIFICANT_INFLUENCE","2024-12-03"
"BO-00369","BUS-00162","Vina Setiawan","1980-01-17","ID","15.63","VOTING_RIGHTS","2025-01-07"
"BO-00370","BUS-00162","Drs. Gilang Bayu Halim","1967-10-19","ID","18.73","OWNERSHIP","2023-12-28"
"BO-00371","BUS-00162","Hj. Siti Suryadi","1957-01-19","ID","18.57","BOARD_CONTROL","2024-05-31"
"BO-00372","BUS-00163","Dra. Anggun Suryadi","1995-08-04","ID","79.93","VOTING_RIGHTS","2025-05-04"
"BO-00373","BUS-00163","Oki Maulana","1980-11-21","ID","10.02","OTHER_SIGNIFICANT_INFLUENCE","2024-12-09"
"BO-00374","BUS-00163","Drs. Gilang Permana","1971-04-26","ID","10.68","OWNERSHIP","2024-01-09"
"BO-00375","BUS-00164","Joko Halim","1970-04-14","ID","69.17","VOTING_RIGHTS","2023-12-23"
"BO-00376","BUS-00164","Eka Gunawan","1999-09-05","ID","30.83","OTHER_SIGNIFICANT_INFLUENCE","2024-08-21"
"BO-00377","BUS-00165","Fajar Iwan Nugroho","1956-02-27","ID","100.00","BOARD_CONTROL","2025-02-05"
"BO-00378","BUS-00166","Mega Hartono","1980-06-27","ID","87.86","OTHER_SIGNIFICANT_INFLUENCE","2024-03-16"
"BO-00379","BUS-00166","Lestari Anggun Hidayat","1964-08-12","ID","12.14","OTHER_SIGNIFICANT_INFLUENCE","2023-11-20"
"BO-00380","BUS-00167","Mega Permana","1970-11-17","ID","44.27","OTHER_SIGNIFICANT_INFLUENCE","2024-03-17"
"BO-00381","BUS-00167","Dra. Ayu Nugroho","1968-10-21","ID","55.73","OTHER_SIGNIFICANT_INFLUENCE","2025-01-11"
"BO-00382","BUS-00168","Rahmat Kusuma","1984-10-04","ID","70.07","OTHER_SIGNIFICANT_INFLUENCE","2026-02-17"
"BO-00383","BUS-00168","Lestari Nugroho","1957-06-28","ID","13.10","VOTING_RIGHTS","2025-11-15"
"BO-00384","BUS-00168","Ir. Ayu Mega Simatupang","1988-07-07","ID","16.83","OTHER_SIGNIFICANT_INFLUENCE","2024-02-15"
"BO-00385","BUS-00169","Ir. Citra Gunawan","1967-08-25","ID","100.00","OWNERSHIP","2024-03-28"
"BO-00386","BUS-00170","Siti Halim","1957-03-18","ID","12.70","OTHER_SIGNIFICANT_INFLUENCE","2026-02-27"
"BO-00387","BUS-00170","H. Hadi Hadi Hartono","1992-03-23","ID","36.28","VOTING_RIGHTS","2024-01-09"
"BO-00388","BUS-00170","H. Adi Permana","1986-06-06","ID","51.02","OTHER_SIGNIFICANT_INFLUENCE","2024-06-12"
"BO-00389","BUS-00171","Rina Santoso","1998-11-11","ID","16.55","BOARD_CONTROL","2025-06-13"
"BO-00390","BUS-00171","Joko Santoso","1963-11-19","ID","83.45","OTHER_SIGNIFICANT_INFLUENCE","2024-04-18"
"BO-00391","BUS-00172","Vina Hidayat","1959-02-12","ID","58.32","VOTING_RIGHTS","2025-03-05"
"BO-00392","BUS-00172","Vina Hidayat","1982-08-28","ID","12.65","VOTING_RIGHTS","2024-01-09"
"BO-00393","BUS-00172","Anggun Sari Setiawan","1981-10-24","ID","29.03","OWNERSHIP","2023-12-24"
"BO-00394","BUS-00173","Lestari Permana","1979-10-25","ID","89.22","OWNERSHIP","2025-11-17"
"BO-00395","BUS-00173","Gilang Setiawan","1963-11-13","ID","10.78","VOTING_RIGHTS","2025-02-04"
"BO-00396","BUS-00174","Mega Hidayat","1989-10-13","ID","12.40","OTHER_SIGNIFICANT_INFLUENCE","2024-02-06"
"BO-00397","BUS-00174","Ayu Nugroho","1975-06-20","ID","58.49","OWNERSHIP","2023-11-23"
"BO-00398","BUS-00174","Rahmat Rahmat Maulana","1984-11-22","ID","29.11","VOTING_RIGHTS","2026-01-14"
"BO-00399","BUS-00175","Cahya Gilang Siregar","1997-04-24","ID","100.00","VOTING_RIGHTS","2025-12-03"
"BO-00400","BUS-00176","Drs. Tono Anggraini","1997-11-10","ID","72.76","OWNERSHIP","2024-12-24"
"BO-00401","BUS-00176","Lestari Gunawan","1967-11-28","ID","10.01","OTHER_SIGNIFICANT_INFLUENCE","2025-05-14"
"BO-00402","BUS-00176","Ir. Yuda Halim","1960-03-07","ID","10.28","OTHER_SIGNIFICANT_INFLUENCE","2023-11-27"
"BO-00403","BUS-00177","Rina Santoso","1965-04-11","ID","100.00","VOTING_RIGHTS","2023-11-13"
"BO-00404","BUS-00178","Adi Pratama","1986-03-19","ID","71.51","OWNERSHIP","2025-09-25"
"BO-00405","BUS-00178","H. Wahyu Pratama","1990-04-27","ID","18.46","BOARD_CONTROL","2024-03-09"
"BO-00406","BUS-00178","Tono Gilang Gunawan","1997-06-26","ID","10.23","OTHER_SIGNIFICANT_INFLUENCE","2025-02-23"
"BO-00407","BUS-00179","Umi Saputra","1986-12-26","ID","84.28","OTHER_SIGNIFICANT_INFLUENCE","2025-09-01"
"BO-00408","BUS-00179","Hj. Mega Putri Santoso","1973-04-10","ID","10.20","VOTING_RIGHTS","2023-11-08"
"BO-00409","BUS-00180","Gilang Ramadhan","1975-09-16","ID","69.50","VOTING_RIGHTS","2026-02-07"
"BO-00410","BUS-00180","Rahmat Nugroho","1982-11-04","ID","16.51","OWNERSHIP","2023-12-19"
"BO-00411","BUS-00180","Oki Setiawan","1975-06-16","ID","10.18","VOTING_RIGHTS","2024-01-02"
"BO-00412","BUS-00181","Ir. Rina Kusuma","1961-12-05","ID","100.00","BOARD_CONTROL","2025-10-03"
"BO-00413","BUS-00182","Wahyu Bayu Suryadi","1994-02-25","ID","75.60","OWNERSHIP","2024-04-30"
"BO-00414","BUS-00182","Gilang Iwan Hidayat","1985-02-20","ID","12.54","VOTING_RIGHTS","2025-01-10"
"BO-00415","BUS-00182","Gita Situmorang","1974-08-12","ID","10.10","VOTING_RIGHTS","2024-07-14"
"BO-00416","BUS-00183","Siti Anggun Simatupang","1983-12-19","ID","10.25","OWNERSHIP","2025-07-10"
"BO-00417","BUS-00183","Sari Kartika Hartono","1960-11-23","ID","89.75","OTHER_SIGNIFICANT_INFLUENCE","2025-06-13"
"BO-00418","BUS-00184","Siti Anggraini","1990-11-22","ID","100.00","VOTING_RIGHTS","2024-06-03"
"BO-00419","BUS-00185","Bayu Kusuma","1992-05-10","ID","53.53","OWNERSHIP","2023-12-16"
"BO-00420","BUS-00185","Dra. Putri Hidayat","1971-05-19","ID","16.24","BOARD_CONTROL","2024-12-03"
"BO-00421","BUS-00185","Iwan Hidayat","1972-12-28","ID","30.23","OWNERSHIP","2025-08-23"
"BO-00422","BUS-00186","Ayu Mega Maulana","1961-03-27","ID","65.14","OTHER_SIGNIFICANT_INFLUENCE","2024-11-21"
"BO-00423","BUS-00186","Gilang Santoso","1998-05-06","ID","16.03","OWNERSHIP","2025-04-06"
"BO-00424","BUS-00186","Kartika Suryadi","1964-06-02","ID","18.83","BOARD_CONTROL","2026-01-06"
"BO-00425","BUS-00187","Sari Ayu Suryadi","1983-06-28","ID","100.00","OTHER_SIGNIFICANT_INFLUENCE","2024-01-13"
"BO-00426","BUS-00188","Hj. Anggun Mega Permana","1997-07-11","ID","35.89","BOARD_CONTROL","2023-10-24"
"BO-00427","BUS-00188","Mega Lestari Simatupang","1991-11-17","ID","64.11","VOTING_RIGHTS","2024-10-01"
"BO-00428","BUS-00189","Tono Oki Siregar","1984-09-18","ID","70.96","OWNERSHIP","2023-10-20"
"BO-00429","BUS-00189","Hj. Kartika Umi Situmorang","1984-03-20","ID","10.23","OWNERSHIP","2024-03-29"
"BO-00430","BUS-00189","Anggun Citra Maulana","1996-10-03","ID","18.81","OTHER_SIGNIFICANT_INFLUENCE","2024-09-25"
"BO-00431","BUS-00190","Fajar Permana","1963-10-05","ID","100.00","VOTING_RIGHTS","2025-07-16"
"BO-00432","BUS-00191","H. Fajar Anggraini","1975-10-08","ID","50.98","OWNERSHIP","2024-09-16"
"BO-00433","BUS-00191","Ayu Simatupang","1974-11-12","ID","25.31","OWNERSHIP","2024-09-05"
"BO-00434","BUS-00191","Ir. Rina Ramadhan","1964-06-03","ID","23.71","VOTING_RIGHTS","2025-11-06"
"BO-00435","BUS-00192","Umi Mega Permana","1976-08-23","ID","100.00","OWNERSHIP","2024-05-04"
"BO-00436","BUS-00193","Iwan Wahyu Siregar","1985-08-15","ID","82.56","BOARD_CONTROL","2024-05-21"
"BO-00437","BUS-00193","Mega Kusuma","1984-03-18","ID","17.44","OTHER_SIGNIFICANT_INFLUENCE","2025-09-05"
"BO-00438","BUS-00194","Sari Hidayat","1995-11-27","ID","35.76","OWNERSHIP","2024-03-29"
"BO-00439","BUS-00194","Ir. Ayu Maulana","1989-02-19","ID","46.25","VOTING_RIGHTS","2024-04-18"
"BO-00440","BUS-00194","Rahmat Nugroho","1958-05-19","ID","17.99","OTHER_SIGNIFICANT_INFLUENCE","2025-08-04"
"BO-00441","BUS-00195","Rahmat Nugroho","1998-04-09","ID","16.92","OTHER_SIGNIFICANT_INFLUENCE","2023-11-23"
"BO-00442","BUS-00195","H. Iwan Cahya Permana","1987-08-10","ID","59.61","OWNERSHIP","2025-09-06"
"BO-00443","BUS-00195","Dian Nugroho","1968-04-24","ID","23.47","VOTING_RIGHTS","2025-03-22"
"BO-00444","BUS-00196","Wulan Hidayat","1957-08-11","ID","67.28","BOARD_CONTROL","2025-01-17"
"BO-00445","BUS-00196","Citra Gunawan","1971-05-12","ID","32.72","OWNERSHIP","2025-07-01"
"BO-00446","BUS-00197","Rahmat Bagus Pratama","1977-02-27","ID","86.63","OTHER_SIGNIFICANT_INFLUENCE","2025-02-10"
"BO-00447","BUS-00197","Hj. Ayu Permana","1993-08-03","ID","10.98","OTHER_SIGNIFICANT_INFLUENCE","2025-08-16"
"BO-00448","BUS-00198","Ir. Iwan Nugroho","1963-09-01","ID","61.22","VOTING_RIGHTS","2024-01-17"
"BO-00449","BUS-00198","Ir. Eka Nugroho","1966-04-08","ID","38.78","OTHER_SIGNIFICANT_INFLUENCE","2026-02-18"
"BO-00450","BUS-00199","Gita Permana","1990-06-08","ID","100.00","OWNERSHIP","2024-09-26"
